subject_record_number,subject_record_date,subject_source_county,subject_address,subject_company_name,subject_job_value,neighbor_rank,distance,neighbor_record_number,neighbor_record_date,neighbor_source_county,neighbor_company_name,neighbor_address,neighbor_prop_zip,neighbor_bldg_sf,neighbor_job_value
BLD-26-03327,2026-04-08,douglas,15707 SAHLER ST,ARTISAN ROOFING,4000.0,11,0.40892537698463,BLD-26-01101,2026-02-11,douglas,SKYLINE IMAGING LLC,5123 N 140 ST,68164,1662.0,19950.0
BLD-26-03327,2026-04-08,douglas,15707 SAHLER ST,ARTISAN ROOFING,4000.0,12,0.44000445219398043,BLD-25-16046,2025-11-14,douglas,ROYALTY ROOFING INC,15062 REDMAN AV,68116,1540.0,7257.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,1,0.6728924332354534,BLD-26-00283,2026-01-09,douglas,EVERLAST EXTERIORS,2517 N 189 ST,68022,1546.0,12980.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,2,0.7188160959527757,BLD-26-02500,2026-03-21,douglas,SCRIBNER ENTERPRISES INC.,3860 N 208 ST,68022,1378.0,17965.91
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,3,0.7769061358517554,BLD-25-16621,2025-12-04,douglas,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,1039 N 183 CR,68022,1500.0,12701.25
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,4,0.8197677976353802,BLD-26-01725,2026-03-02,douglas,MCCOY ROOFING HOLDINGS,113 S 202 ST,68022,1707.0,22000.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,5,0.820482270864319,BLD-26-01541,2026-02-24,douglas,MCCRIGHT PROPERTIES LLC,20210 HOPPER ST,68022,1283.0,5000.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,6,0.841104336873966,BLD-25-16114,2025-11-17,douglas,RED RHINO ROOFS & SOLAR LLC,21416 SHAMROCK CR,68022,1438.0,9282.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,7,0.8703799017869546,BLD-25-15488,2025-11-03,douglas,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,20010 ELKHORN RIDGE DR,68022,1933.0,16846.05
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,8,0.8760797401076214,BLD-26-01788,2026-03-03,douglas,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,20801 PAUL CR,68022,1246.0,500.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,9,0.8797239459206391,BLD-26-02126,2026-03-10,douglas,"HOME PRIDE CONTRACTORS, INC",802 S 190 AV,68022,1553.0,30000.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,10,0.8869670870676585,BLD-25-15816,2025-11-07,douglas,RESULTS CONTRACTING,2441 N 191 AV,68022,1234.0,12000.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,11,0.9846988087317592,BLD-26-01966,2026-03-09,douglas,Alspach Roofing Inc,21441 FIELDCREST DR,68022,1321.0,10000.0
BLD-26-03330,2026-04-08,douglas,1713 N 211 ST,HORN INDUSTRIES CORPORATION,12500.0,12,0.9980389436909755,BLD-26-02494,2026-03-20,douglas,BN ENTERPRISES LLC,19904 HARNEY ST,68022,1732.0,29115.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,1,0.5124249088068942,BLD-26-02126,2026-03-10,douglas,"HOME PRIDE CONTRACTORS, INC",802 S 190 AV,68022,1553.0,30000.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,2,0.5523225442617034,BLD-26-01286,2026-02-18,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",17710 MARCY ST,68118,1859.0,7500.83
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,3,0.5952387795571797,BLD-25-15979,2025-11-12,douglas,ANTOINE CONSTRUCTION,2031 S 197 ST,68130,1640.0,12000.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,4,0.6276577193666537,BLD-25-15838,2025-11-10,douglas,WEATHERGUARD INC,507 S 161 ST,68118,1813.0,11145.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,5,0.751312578117215,BLD-25-16464,2025-11-26,douglas,TDH HOME BUILDING INC,18368 HARNEY ST,68022,1782.0,25374.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,6,0.8110348835252369,BLD-26-02834,2026-03-27,douglas,REAVIS ROOFING,19709 MARINDA ST,68130,1376.0,6000.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,7,0.8235455576377526,BLD-26-02832,2026-03-27,douglas,REAVIS ROOFING,19727 MARINDA ST,68130,1462.0,6000.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,8,0.8237231184831858,BLD-25-15978,2025-11-12,douglas,MCCOY ROOFING HOLDINGS,15511 JACKSON CR,68154,1544.0,14000.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,9,0.8237443760998915,BLD-26-02831,2026-03-27,douglas,REAVIS ROOFING,19725 MARINDA ST,68130,1462.0,6000.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,10,0.8324451388454372,BLD-26-02833,2026-03-27,douglas,REAVIS ROOFING,19707 MARINDA ST,68130,1370.0,6000.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,11,0.8443902143262312,BLD-26-02337,2026-03-17,douglas,RED RHINO ROOFS & SOLAR LLC,15706 FRANKLIN ST,68118,1449.0,6240.0
BLD-26-03331,2026-04-08,douglas,17702 MARCY ST,HOMETOWN ROOFING,18467.3,12,0.8680712534752966,BLD-26-00283,2026-01-09,douglas,EVERLAST EXTERIORS,2517 N 189 ST,68022,1546.0,12980.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,1,0.3388421678518052,BLD-26-00521,2026-01-20,douglas,SHAMROCK HILLS LLC,14712 MADISON CR,68137,1978.0,18000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,2,0.3633463825596734,BLD-26-02979,2026-03-31,douglas,SHAMROCK HILLS LLC,14823 DREXEL ST,68137,1993.0,15000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,3,0.3657337899800039,BLD-26-02971,2026-03-31,douglas,SHAMROCK HILLS LLC,14707 BERRY CR,68137,1978.0,15000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,4,0.6005629347019174,BLD-26-00327,2026-01-12,douglas,SHAMROCK HILLS LLC,14829 DREXEL ST,68137,1795.0,16000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,5,0.6200047109679583,BLD-26-02443,2026-03-19,douglas,BEST ROOFING,6312 S 150 ST,68137,1753.0,11360.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,6,0.6270809398297177,BLD-26-01829,2026-03-04,douglas,SHAMROCK HILLS LLC,14811 Z CR,68137,1753.0,21000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,7,0.6719794640835162,BLD-25-17035,2025-12-23,douglas,BEST ROOFING,5105 S 165 ST,68135,1992.0,11140.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,8,0.6817233152695467,BLD-26-01539,2026-02-25,douglas,RESULTS CONTRACTING,15435 ALLAN DR,68137,1888.0,9000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,9,0.8340503426396144,BLD-25-15963,2025-11-12,douglas,REAVIS ROOFING,6123 S 142 ST,68137,1641.0,10000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,10,0.8515836398205834,BLD-26-03539,2026-04-13,douglas,FULL CIRCLE ROOFING,12624 OAKAIR DR,68137,1782.0,25000.0
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,11,0.8956723479265131,BLD-26-02931,2026-03-30,douglas,INNOVATIVE CONTRACTORS,13812 BIRCHWOOD AV,68137,1554.0,16887.6
BLD-26-03333,2026-04-08,douglas,15405 BLACKWELL DR,SHAMROCK HILLS LLC,11000.0,12,0.9423279298200243,BLD-26-00217,2026-01-09,douglas,BULLDOG ROOFING,6218 S 107 ST,68127,2068.0,16910.6
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,1,1.1438841800685147,BLD-25-16209,2025-11-19,douglas,1714 S 29th Street,20002 JACKSON ST,68022,2535.0,19000.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,2,1.3260602881374843,BLD-26-00288,2026-01-10,douglas,DAN JUNIOR CONSTRUCTION,22350 SOUTHSHORE DR,68069,1645.0,10000.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,3,1.4143748293442577,BLD-26-01725,2026-03-02,douglas,MCCOY ROOFING HOLDINGS,113 S 202 ST,68022,1707.0,22000.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,4,1.462600515553839,BLD-25-15488,2025-11-03,douglas,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,20010 ELKHORN RIDGE DR,68022,1933.0,16846.05
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,5,1.486741333469066,BLD-25-15981,2025-11-12,douglas,EVERLAST EXTERIORS,21285 OLDGATE CR,68022,2139.0,12423.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,6,1.4906960328947527,BLD-25-16899,2025-12-17,douglas,607 S 199th St,607 S 199 ST,68022,1977.0,8500.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,7,1.504092156512697,BLD-26-02136,2026-03-12,douglas,ERNCO INC,513 S 198 ST,68022,1948.0,20395.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,8,1.5474071986736784,BLD-26-02494,2026-03-20,douglas,BN ENTERPRISES LLC,19904 HARNEY ST,68022,1732.0,29115.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,9,1.560492034640244,BLD-26-03330,2026-04-08,douglas,HORN INDUSTRIES CORPORATION,1713 N 211 ST,68022,1460.0,12500.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,10,1.5794530491246765,BLD-25-16114,2025-11-17,douglas,RED RHINO ROOFS & SOLAR LLC,21416 SHAMROCK CR,68022,1438.0,9282.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,11,1.6013006150193574,BLD-25-15634,2025-11-05,douglas,HORN INDUSTRIES CORPORATION,1607 S 211 ST,68022,1848.0,16800.0
BLD-26-03334,2026-04-08,douglas,456 SHOREWOOD LA,APPLE ROOFING,13786.0,12,1.6144886693423608,BLD-25-16379,2025-11-24,douglas,EVOLVECONSTRUCTION.COM,416 S 158 CR,68118,2383.0,37744.73
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,1,1.3444674656129227,BLD-25-16006,2025-11-13,douglas,BB Roofing,18418 PIERCE CR,68130,2546.0,50000.0
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,2,1.4182298954576842,BLD-25-16655,2025-12-05,douglas,HORN INDUSTRIES CORPORATION,3211 S 184 TR,68130,2150.0,12100.0
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,3,1.5270548460491582,BLD-26-02513,2026-03-23,douglas,ANCHOR ROOFING & LANDSCAPING LLC,17007 HARNEY ST,68118,2512.0,77600.0
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,4,1.5468386167790014,BLD-26-02295,2026-03-17,douglas,SQUAREUP EXTERIORS,18703 N HWS CLEVELAND BD,68022,3196.0,46901.64
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,5,1.6105636115796615,BLD-26-02287,2026-03-17,douglas,ROYALTY ROOFING INC,1442 N 133 ST,68154,2635.0,14691.89
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,6,1.7783259104263138,BLD-26-01174,2026-02-13,douglas,BB Roofing,3906 N 195 ST,68022,2435.0,32643.38
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,7,1.7936767491144823,BLD-25-17089,2025-12-30,douglas,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,3435 N 161 AV,68116,2732.0,34199.0
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,8,1.8421328101075953,BLD-25-15493,2025-11-03,douglas,ROYALTY ROOFING INC,5732 S 239 ST,68022,2140.0,17030.56
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,9,2.019935245226183,BLD-25-16512,2025-12-02,douglas,EMERALD ROOFING DBA RONNOCO CONSTRUCTION INC,1315 N 129 CR,68154,3777.0,2342.73
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,10,2.024871081577747,BLD-25-15634,2025-11-05,douglas,HORN INDUSTRIES CORPORATION,1607 S 211 ST,68022,1848.0,16800.0
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,11,2.0285695338305416,BLD-26-03292,2026-04-07,douglas,HOMETOWN ROOFING,18401 BURDETTE ST,68022,2103.0,10486.45
BLD-26-03339,2026-04-08,douglas,2002 S 190 CR,EVEN-EZER CONSTRUCTION INC,43000.0,12,2.036841036215372,BLD-25-15524,2025-11-04,douglas,RED RHINO ROOFS & SOLAR LLC,14021 EAGLE RUN DR,68164,2445.0,22458.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,1,0.5035802055816276,BLD-26-03004,2026-04-01,douglas,PREMIER ROOFING COMPANY,6153 BANCROFT ST,68106,1550.0,7712.06
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,2,0.6052839909608969,BLD-26-02968,2026-03-31,douglas,NEBRASKALAND ROOFING,6153 WALNUT ST,68106,1272.0,8600.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,3,0.7654041801667751,BLD-25-16230,2025-11-19,douglas,BULLDOG ROOFING,1511 S 56 ST,68106,1110.0,6369.63
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,4,0.7976980200326297,BLD-26-02261,2026-03-16,douglas,EMERSON ENTERPRISES UNLIMITED,2414 S 48 AV,68106,1192.0,18586.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,5,0.867990278835214,BLD-25-16788,2025-12-12,douglas,4140 S 52ND ST.,2123 S 38 ST,68105,1118.0,12672.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,6,0.8740801555038515,BLD-25-15944,2025-11-11,douglas,ROYALTY ROOFING INC,1024 N 74 AV,68114,1760.0,9994.18
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,7,0.9127401187135566,BLD-26-03486,2026-04-12,douglas,1351 Kavan Street,4156 S 61 AV,68117,1428.0,5000.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,8,0.9374369822780497,BLD-26-00354,2026-01-13,douglas,PAPIO ROOFING,6623 GLENWOOD RD,68132,1922.0,10000.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,9,0.9519291023041935,BLD-26-01874,2026-03-05,douglas,ROYALTY ROOFING INC,4657 MARTHA ST,68106,1058.0,4616.7
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,10,0.9942218539549305,BLD-25-16717,2025-12-09,douglas,ERIE CONSTRUCTION MID-WEST INC,2305 S 50 ST,68106,1064.0,35000.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,11,1.0054159363016966,BLD-26-01546,2026-02-25,douglas,APPLE ROOFING,1932 S 61 ST,68106,1011.0,19608.0
BLD-26-03342,2026-04-08,douglas,1620 S 48 ST,COMBOVER LLC,12284.0,12,1.035015163459365,BLD-26-02125,2026-03-06,douglas,"HOME PRIDE CONTRACTORS, INC",525 N 74 AV,68114,1258.0,11000.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,1,0.35360853415251814,BLD-25-16937,2025-12-19,douglas,"DYNASTY RESTORATION, INC.",3812 N 160 AV,68116,2368.0,7875.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,2,0.39587699268423066,BLD-26-03246,2026-04-07,douglas,J HENRY HOMES,5408 N 149 AV,68116,2413.0,13281.12
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,3,0.49101696134289,BLD-26-02757,2026-03-26,douglas,"ANDERSON ENTERPRISES, INC",5509 N 154 ST,68116,2285.0,12000.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,4,0.5107781052762779,BLD-26-01842,2026-03-04,douglas,SOUTH O ROOFING,4420 N 156 AVENUE CR,68116,2391.0,16000.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,5,0.6215657426556526,BLD-26-02881,2026-03-27,douglas,EVERLAST EXTERIORS,2613 N 154 ST,68116,2363.0,12523.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,6,0.6424225157650707,BLD-25-15490,2025-11-03,douglas,AVID RESTORATION LLC,14907 LAUREL AV,68116,2204.0,15000.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,7,0.6538823226877255,BLD-25-17091,2025-12-30,douglas,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,5135 N 135 AV,68164,2386.0,10639.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,8,0.6998368815168012,BLD-26-01990,2026-03-09,douglas,BULLDOG ROOFING,4303 N 152 ST,68116,2491.0,14232.88
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,9,0.7111664004234891,BLD-25-17024,2025-12-23,douglas,MCCOY ROOFING HOLDINGS,17175 PARKER ST,68118,2550.0,7000.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,10,0.7152030270784921,BLD-26-02531,2026-03-23,douglas,SKYLINE IMAGING LLC,4817 N 136 ST,68164,2267.0,27689.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,11,0.7309433196870156,BLD-25-16263,2025-11-20,douglas,ERIE CONSTRUCTION MID-WEST INC,16414 TAYLOR ST,68116,2048.0,34024.0
BLD-26-03343,2026-04-08,douglas,4660 N 162 AV,COMBOVER LLC,14843.0,12,0.7593612825565296,BLD-26-01940,2026-03-08,douglas,SILVERFERN LLC,15120 GRANT CR,68116,2328.0,8000.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,1,0.24123457864141426,BLD-25-15928,2025-11-11,douglas,RESULTS CONTRACTING,5920 S 152 ST,68137,1393.0,15000.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,2,0.27148152668916004,BLD-26-02255,2026-03-16,douglas,NELSON CONTRACTING LLC,13952 JEFFERSON CR,68137,1306.0,11971.97
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,3,0.3218072407055331,BLD-26-02610,2026-03-23,douglas,SHAMROCK HILLS LLC,15232 T ST,68137,1292.0,21000.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,4,0.3615536299696745,BLD-26-01507,2026-02-24,douglas,RESULTS CONTRACTING,15224 JEFFERSON ST,68137,1168.0,11000.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,5,0.44527955795025903,BLD-26-02428,2026-03-19,douglas,SHAMROCK HILLS LLC,15329 R ST,68137,1220.0,1200.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,6,0.48883912124968887,BLD-26-02419,2026-03-18,douglas,HOMETOWN ROOFING,13514 BERRY CR,68137,1202.0,14894.35
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,7,0.5028709152898134,BLD-26-02020,2026-03-10,douglas,THOMPSON ROOFING,15747 ORCHARD AV,68135,1196.0,5400.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,8,0.5078330553310016,BLD-25-15617,2025-11-05,douglas,JIM'S ROOFING & CONTRACTING,6645 CYPRESS DR,68137,1556.0,13500.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,9,0.5211360083347597,BLD-26-01911,2026-03-06,douglas,SHAMROCK HILLS LLC,14916 Z CR,68137,1632.0,22000.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,10,0.56163792464076,BLD-26-03545,2026-04-13,douglas,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,14241 ADAMS ST,68137,1044.0,6780.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,11,0.5821025403217683,BLD-25-15491,2025-11-03,douglas,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,13820 W CR,68137,1068.0,5671.0
BLD-26-03348,2026-04-08,douglas,6412 S 150 ST,SHAMROCK HILLS LLC,8000.0,12,0.590490710974185,BLD-26-01786,2026-03-03,douglas,SHAMROCK HILLS LLC,13739 Z CR,68137,1087.0,13000.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,1,0.31916175727386786,BLD-26-01240,2026-02-17,douglas,RESULTS CONTRACTING,3611 N 42 ST,68111,780.0,7000.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,2,0.32356337042863537,BLD-26-03216,2026-04-06,douglas,BLU GENERAL CONTRACTING,3915 N 40 AV,68111,734.0,7500.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,3,0.328202491092807,BLD-26-01549,2026-02-25,douglas,MEJIA ROOFING & CONTRACTORS,3818 PINKNEY ST,68111,800.0,8640.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,4,0.3354004295837234,BLD-26-03514,2026-04-13,douglas,19886 Northern Pine Road,3342 N 41 ST,68111,832.0,1660.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,5,0.35473521651790835,BLD-25-16191,2025-11-19,douglas,RESULTS CONTRACTING,4428 RUGGLES ST,68111,734.0,10000.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,6,0.36982405422143727,BLD-26-02363,2026-03-17,douglas,TEN PENNY EXTERIORS,4602 N 47 ST,68104,750.0,5200.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,7,0.37587199144296357,BLD-25-15439,2025-11-03,douglas,JASTORFFINC,3220 N 40 AV,68111,660.0,3700.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,8,0.39123593894080766,BLD-26-03317,2026-04-08,douglas,HORN INDUSTRIES CORPORATION,3827 CORBY ST,68111,816.0,4200.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,9,0.44780180581009743,BLD-25-16019,2025-11-13,douglas,MCCOY ROOFING HOLDINGS,3333 RUGGLES ST,68111,884.0,7000.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,10,0.6043768367959929,BLD-26-01222,2026-02-16,douglas,STARPOWER EXTERIOR INC,5912 NORTHWEST DR,68104,960.0,12201.08
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,11,0.6593470831302486,BLD-25-16048,2025-11-14,douglas,STARPOWER EXTERIOR INC,4231 ELLISON AV,68111,864.0,8000.0
BLD-26-03368,2026-04-09,douglas,3305 N 38 ST,HERNANDEZ CONSTRUCTION CO LLC,3000.0,12,0.6593603196986171,BLD-25-16406,2025-11-25,douglas,STARPOWER EXTERIOR INC,4220 ELLISON AV,68111,970.0,12645.0
BLD-26-03407,2026-04-09,douglas,3119 N 169 ST,White Castle Roofing,8628.0,1,1.3240282287662726,BLD-26-02889,2026-03-29,douglas,EAGER SIDING COMPANY,3103 N 161 ST,68116,3102.0,10000.0
BLD-26-03407,2026-04-09,douglas,3119 N 169 ST,White Castle Roofing,8628.0,2,1.3745106416032924,BLD-25-15446,2025-11-03,douglas,RESULTS CONTRACTING,13124 SEWARD ST,68154,3243.0,27000.0
BLD-26-03407,2026-04-09,douglas,3119 N 169 ST,White Castle Roofing,8628.0,3,1.4886879281533956,BLD-26-02845,2026-03-27,douglas,EMERALD ROOFING DBA RONNOCO CONSTRUCTION INC,2531 N 159 ST,68116,3060.0,13674.0
